title_length,view_count,like_count,comment_count,video_length,tag_count,category_id,channel_subscriber_count
65,1272485,,,260,15,24,47300000
90,1740215,,,208,15,24,47300000
83,1285221,,,200,15,24,47300000
98,2408342,,,163,15,27,47300000
77,1142032,,,238,15,24,47300000
91,922218,,,352,15,24,47300000
93,763765,,,244,15,24,47300000
68,1507524,,,251,15,24,47300000
60,987400,,,220,15,24,47300000
87,1039133,,,251,15,24,47300000
68,632521,,,218,15,24,47300000
72,684367,,,202,15,24,47300000
66,669398,,,197,15,24,47300000
54,613021,,,747,18,24,47300000
40,231849,,,609,15,24,47300000
48,499241,,,415,15,24,47300000
47,415493,,,537,15,24,47300000
59,63783,,,162,,24,47300000
88,3592027,,,244,17,24,47300000
76,2284217,,,263,15,27,47300000
93,2948465,,,243,15,27,47300000
71,2175242,,,204,15,27,47300000
69,1932610,,,189,15,27,47300000
94,534194,,,299,15,27,47300000
91,2741542,,,297,15,27,47300000
64,1115221,,,236,15,24,47300000
79,171550,,,1273,17,10,47300000
99,58874,,,1265,17,24,47300000
92,72903,,,1280,17,24,47300000
70,4118235,,,225,15,24,47300000
98,1281910,,,187,15,27,47300000
91,2802362,,,280,15,24,47300000
100,1578913,,,212,15,24,47300000
66,2580139,,,254,15,27,47300000
62,6302263,,,222,15,27,47300000
73,1755037,,,207,15,27,47300000
98,2087890,,,196,15,27,47300000
90,1768605,,,202,15,27,47300000
70,1571685,,,196,15,27,47300000
96,1636521,,,227,15,27,47300000
99,1761616,,,206,15,27,47300000
71,1221648,,,235,15,24,47300000
95,1352919,,,246,15,27,47300000
80,1313742,,,202,15,27,47300000
67,1805517,,,218,15,27,47300000
64,1671891,,,225,15,24,47300000
89,1722052,,,204,15,24,47300000
66,7209089,,,180,15,24,47300000
62,3793904,,,181,15,24,47300000
77,2344142,,,197,15,24,47300000
47,1342520,,,194,15,27,47300000
91,2886572,,,188,15,27,47300000
86,102064,,,1337,,24,47300000
89,1256917,,,192,15,27,47300000
80,1057902,,,211,15,27,47300000
95,1228216,,,203,15,27,47300000
100,38795,,,1370,17,10,47300000
95,39136,,,1306,17,10,47300000
100,53364,,,1372,17,24,47300000
71,26591,,,1234,17,24,47300000
100,67297,,,1335,17,24,47300000
88,28596,,,1333,17,24,47300000
97,24846,,,1280,17,24,47300000
81,25552,,,1214,17,24,47300000
100,121995,,,1342,17,24,47300000
86,20171,,,1478,17,24,47300000
89,31303,,,1330,17,24,47300000
98,33348,,,1215,17,24,47300000
83,845554,,,103,17,27,47300000
55,1550962,,,106,15,24,47300000
98,1569641,,,92,15,24,47300000
88,85076,,,1247,17,24,47300000
82,42607,,,1329,17,27,47300000
93,407800,,,103,15,27,47300000
92,26971,,,1297,17,24,47300000
93,1232755,,,1403,17,24,47300000
98,338729,,,1362,17,24,47300000
95,1198238,,,1372,17,24,47300000
87,762131,,,1325,17,24,47300000
64,823389,,,1495,17,24,47300000
92,152896,,,1327,20,10,47300000
94,48789,,,1298,28,24,47300000
78,25204,,,1370,17,10,47300000
90,46133,,,213,19,24,47300000
43,87526,,,212,,24,47300000
83,915434,,,1532,20,10,47300000
87,66175,,,176,15,24,47300000
71,552354,,,92,19,27,47300000
100,19291,,,1244,17,24,47300000
65,12590,,,1418,17,24,47300000
83,25767,,,1432,17,24,47300000
96,8806,,,1266,17,24,47300000
94,13049,,,1429,17,24,47300000
71,14408,,,1366,17,24,47300000
88,739163,,,144,15,24,47300000
98,159310,,,217,15,24,47300000
86,22647,,,1354,17,24,47300000
53,25346,,,1394,17,24,47300000
97,12741,,,1329,17,24,47300000
96,2270408,,,163,15,24,47300000
99,2948015,,,258,15,24,47300000
70,1707560,,,87,15,27,47300000
77,1812169,,,264,15,24,47300000
71,303015,,,166,15,24,47300000
57,737674,,,106,15,24,47300000
100,776945,,,183,15,24,47300000
65,358028,,,107,15,24,47300000
95,3519368,,,185,15,24,47300000
76,207357,,,1311,15,24,47300000
76,3201790,,,177,15,24,47300000
78,373198,,,188,15,24,47300000
72,14193944,,,154,15,24,47300000
90,88702,,,1241,36,10,47300000
68,6846712,,,194,15,24,47300000
86,900483,,,109,16,27,47300000
91,1585026,,,92,16,27,47300000
89,3202733,,,89,16,27,47300000
89,1536494,,,99,14,27,47300000
65,243623,,,1275,19,26,47300000
81,1222021,,,97,14,27,47300000
76,1044345,,,101,17,1,47300000
77,500206,,,91,,27,47300000
94,224800,,,1368,17,10,47300000
86,35256,,,1276,17,10,47300000
82,52900,,,1416,17,10,47300000
78,265225,,,1362,17,10,47300000
84,55170,,,1271,27,10,47300000
85,53670,,,1349,17,10,47300000
80,47484,,,483,21,10,47300000
94,55515,,,301,23,10,47300000
90,341682,,,351,20,10,47300000
86,47900,,,301,20,10,47300000
97,40864,,,1244,17,10,47300000
98,33760,,,1226,17,10,47300000
96,30377,,,1414,17,10,47300000
95,101036,,,1307,17,10,47300000
97,49117,,,1446,17,10,47300000
93,32856,,,1318,17,10,47300000
96,69350,,,1511,17,10,47300000
100,42661,,,1437,17,10,47300000
97,73148,,,1362,17,10,47300000
91,29314,,,1307,17,10,47300000
95,69089,,,1385,17,10,47300000
95,38426,,,1336,17,10,47300000
91,115218,,,1389,17,10,47300000
92,18102,,,1366,17,10,47300000
82,30816,,,1354,17,10,47300000
83,87506,,,1390,17,10,47300000
83,40219,,,1322,17,10,47300000
100,27032,,,1418,17,10,47300000
90,53255,,,1330,17,10,47300000
94,41321,,,1435,17,10,47300000
92,74330,,,1373,17,10,47300000
88,59385,,,1333,20,10,47300000
91,23821,,,1354,17,10,47300000
88,38755,,,1345,17,10,47300000
87,98766,,,1365,17,10,47300000
91,47904,,,1363,17,10,47300000
95,97362,,,1361,17,10,47300000
85,209655,,,1375,17,10,47300000
89,47499,,,1379,17,10,47300000
93,140356,,,1367,17,10,47300000
96,32210,,,1326,18,10,47300000
96,45028,,,1352,19,10,47300000
97,40668,,,1380,18,10,47300000
95,118875,,,1338,18,10,47300000
94,20311,,,1324,18,10,47300000
99,26885,,,1422,20,10,47300000
96,26532,,,1335,21,10,47300000
95,45437,,,1335,19,10,47300000
89,27582,,,1373,18,10,47300000
92,49557,,,1403,20,10,47300000
85,61330,,,1347,20,10,47300000
92,36221,,,1375,20,10,47300000
97,62618,,,1243,20,10,47300000
87,44614,,,1332,21,10,47300000
82,33904,,,1347,19,10,47300000
100,45261,,,1328,18,10,47300000
81,110264,608,,2228,25,10,47300000
77,323009,,,2237,23,10,47300000
57,217096,,,159,6,10,47300000
83,1016683,,,194,7,10,47300000
74,52528,,,3702,17,10,47300000
65,245400,,,119,28,10,47300000
43,333357,,,209,,10,47300000
64,357495,,,517,16,10,47300000
94,17982170,,,264,14,10,47300000
87,9211026,,,1321,18,10,47300000
65,964156,5326,,1200,25,10,47300000
75,347333,253,,82,19,10,47300000
73,143795,236,,147,32,10,47300000
74,208593,856,,77,18,10,47300000
67,33721253,82826,,300,26,10,47300000
62,1666001,6718,,194,13,10,47300000
51,656279,2801,,233,14,10,47300000
86,577342,1274,,79,17,10,47300000
71,353443,1082,,187,17,10,47300000
67,201843,4107,,56,13,10,47300000
66,133798,618,,1804,13,10,47300000
67,202881,366,,202,26,10,47300000
68,2417267,9736,,188,26,10,47300000
73,83144,278,,85,14,10,47300000
69,364221,4881,,45,12,10,47300000
71,294300,6310,,49,,10,47300000
73,491618,7184,,39,13,10,47300000
69,72305,179,,77,11,10,47300000
70,398083,10491,,55,,10,47300000
70,1423517,4769,,81,1,10,47300000
73,367318,1818,,1210,1,10,47300000
88,739391,2702,,215,26,10,47300000
66,2246749,10571,,520,2,10,47300000
82,189319,703,,1771,13,10,47300000
74,81535,213,,1967,13,10,47300000
79,104683,317,,95,14,10,47300000
89,539115,1494,,92,7,10,47300000
83,205236,873,,2375,13,10,47300000
71,548633,1737,,81,17,10,47300000
77,1447560,4957,,84,18,10,47300000
84,235608,497,,73,14,10,47300000
77,497843,579,,106,17,10,47300000
74,2609735,10087,,75,23,10,47300000
76,6957661,28068,,74,23,10,47300000
75,2430474,12375,,2064,21,10,47300000
84,2137881,6629,,76,22,10,47300000
92,3080417,6517,,78,14,10,47300000
86,12086645,22865,,73,15,10,47300000
70,405638,598,,75,16,10,47300000
80,449797,1460,,75,15,10,47300000
78,4766293,17851,,72,15,10,47300000
81,1070100,3983,,70,15,10,47300000
68,1320093,6340,,1945,22,10,47300000
82,3146032,5618,,90,15,10,47300000
91,2419160,8931,,70,14,10,47300000
61,2365137,,,75,13,10,47300000
43,693638,2475,,92,5,10,47300000
60,1370957,4552,,110,7,10,47300000
68,3160490,11869,,86,16,10,47300000
78,4627995,17477,,77,15,10,47300000
73,531693,,,75,14,10,47300000
65,1042035,4012,,76,16,10,47300000
70,7579199,,,90,15,10,47300000
69,3587651,,,79,15,10,47300000
66,2761931,,,91,14,10,47300000
69,117568,,,1895,17,10,47300000
70,4070676,,,75,18,10,47300000
66,3560235,,,94,18,10,47300000
73,252805,865,,74,13,10,47300000
68,1136119,4521,,70,16,10,47300000
65,7049768,20910,,113,15,10,47300000
69,1517139,5602,,86,16,10,47300000
63,880192,1883,,86,13,10,47300000
85,11607777,,,75,16,10,47300000
64,5044921,,,78,14,10,47300000
72,787391,,,72,12,10,47300000
82,9450526,,,71,14,10,47300000
73,4520842,,,76,14,10,47300000
73,1173250,,,100,14,10,47300000
81,2777331,10534,,81,16,10,47300000
81,3855676,14590,,68,16,10,47300000
60,437779,,,153,13,10,47300000
41,2700853,,,105,15,10,47300000
68,2849991,,,90,6,10,47300000
43,3151805,12248,,98,7,10,47300000
75,1083444,,,73,14,10,47300000
79,478436,,,96,13,10,47300000
49,1329294,,,130,10,10,47300000
55,3916637,,,78,10,10,47300000
55,4948421,19080,,83,10,10,47300000
74,3635447,,,73,15,10,47300000
79,5936508,,,74,15,10,47300000
70,3118048,,,96,15,10,47300000
83,7041691,,,93,15,10,47300000
83,3536033,12929,,76,14,10,47300000
79,5210863,,,95,15,10,47300000
65,1498784,,,116,13,10,47300000
69,528870,,,70,12,10,47300000
75,401907,1379,,69,17,10,47300000
62,2066345,,,73,8,10,47300000
86,1710194,,,115,7,10,47300000
60,1387698,,,77,14,10,47300000
67,8087706,,,116,14,10,47300000
63,9159741,16569,,144,10,10,47300000
94,75612901,,,75,14,10,47300000
83,4531343,,,69,18,10,47300000
75,28181435,,,81,17,10,47300000
59,3378781,,,70,16,10,47300000
83,54972335,43164,,88,16,10,47300000
66,39171712,,,72,16,10,47300000
92,47994439,,,80,16,10,47300000
66,652905,1462,,65,16,10,47300000
61,1394677,3576,,163,22,10,47300000
61,1324688,7425,,2190,20,10,47300000
76,2605846,11576,,165,23,10,47300000
81,2454512,5612,,150,22,10,47300000
63,931940,3197,,172,24,10,47300000
65,23756378,103679,,193,27,10,47300000
87,1966576,11298,,2167,22,10,47300000
68,490962,1594,,131,23,10,47300000
56,10198429,54710,,2160,22,10,47300000
70,269616,1033,,149,21,10,47300000
39,2668243,14671,,2144,22,10,47300000
69,461738,1507,,162,25,10,47300000
63,913361,4707,,2141,23,10,47300000
66,153974,660,,239,22,10,47300000
63,308308,1449,,582,23,10,47300000
62,267342,1110,,153,22,10,47300000
73,1138009,1044,,140,24,10,47300000
68,282553,1066,,1907,25,10,47300000
59,284620,794,,128,24,10,47300000
60,92512,1041,,630,25,10,47300000
76,2338705,1917,,143,24,10,47300000
71,98546,433,,630,22,10,47300000
67,893832,2103,,177,23,10,47300000
63,112504,592,,570,22,10,47300000
66,186311,647,,142,22,10,47300000
64,185261,1050,,1870,22,10,47300000
59,83901,439,,479,22,10,47300000
73,97561,449,,225,24,10,47300000
65,209899,1170,,1873,21,10,47300000
68,72990,443,,527,23,10,47300000
93,179714,1059,,1891,21,10,47300000
77,245277,984,,147,22,10,47300000
66,26908,148,,479,25,10,47300000
95,298172,1815,,2080,21,10,47300000
91,468288,3027,,1908,23,10,47300000
67,163893,842,,527,21,10,47300000
85,116486,596,,150,22,10,47300000
60,91093,581,,1871,21,10,47300000
61,656269,3742,,442,25,10,47300000
57,125417,458,,143,22,10,47300000
77,116514,738,,1811,26,10,47300000
66,153875,846,,486,22,10,47300000
73,867770,3511,,207,22,10,47300000
78,453061,2302,,1926,22,10,47300000
69,169856,643,,143,22,10,47300000
82,234173,1412,,527,23,10,47300000
79,801426,4101,,1809,22,10,47300000
83,665370,3797,,1828,19,10,47300000
62,118724,713,,1808,21,10,47300000
71,611045,3249,,1831,22,10,47300000
69,592792,3147,,1804,23,10,47300000
70,68859,235,,116,22,10,47300000
61,1090285,7384,,1817,20,10,47300000
68,58149,255,,1960,21,10,47300000
63,406817,2483,,1822,24,10,47300000
67,222209,1405,,2017,22,10,47300000
68,194846,1180,,1804,24,10,47300000
60,84358,293,,121,22,10,47300000
70,84638,419,,2026,25,10,47300000
73,65147,267,,1955,22,10,47300000
74,121216,646,,1864,22,10,47300000
62,2455763,12243,,1845,22,10,47300000
75,501213,2324,,1844,22,10,47300000
66,179156,460,,131,22,10,47300000
72,80648,410,,1857,22,10,47300000
64,117614,564,,1880,24,10,47300000
66,189950,1058,,1777,21,10,47300000
70,99379,547,,1881,22,10,47300000
76,94872,352,,1859,24,10,47300000
62,116893,413,,176,22,10,47300000
72,131786,600,,1892,23,10,47300000
69,106159,385,,1849,23,10,47300000
71,141885,779,,1925,29,10,47300000
64,143749,715,,1903,22,10,47300000
66,123000,577,,1866,22,10,47300000
81,57700,186,,162,22,10,47300000
85,128241,671,,1858,23,10,47300000
73,63230,253,,1911,24,10,47300000
67,672021,3829,,1788,22,10,47300000
73,81489,399,,1823,24,10,47300000
83,137990,604,,1931,22,10,47300000
71,155589,562,,193,22,10,47300000
70,165635,805,,1782,25,10,47300000
64,70659,344,,1791,23,10,47300000
79,293691,1400,,1844,26,10,47300000
70,302921,1659,,1826,24,10,47300000
67,292372,1599,,1916,25,10,47300000
72,50307,157,,203,23,10,47300000
81,189210,771,,1888,22,10,47300000
64,78096,338,,1801,23,10,47300000
78,42823,180,,1817,22,10,47300000
75,44880,256,,1864,23,10,47300000
70,354795,1472,,1829,25,10,47300000
64,102730,430,,1881,22,10,47300000
72,230115,760,,158,22,10,47300000
62,104986,403,,1928,21,10,47300000
71,40748,163,,1837,23,10,47300000
60,195685,947,,493,22,10,47300000
73,42852,201,,1832,24,10,47300000
79,1010077,4670,,1774,23,10,47300000
59,50868,181,,1914,24,10,47300000
67,68289,209,,161,22,10,47300000
79,64100,271,,1809,23,10,47300000
66,60315,256,,1820,25,10,47300000
75,1113277,6419,,1903,26,10,47300000
75,138539,601,0,430,22,10,47300000
69,229158,1131,,1743,22,10,47300000
71,136022,504,,178,22,10,47300000
69,147346,648,,1813,23,10,47300000
83,47899,221,,1865,22,10,47300000
59,76707,438,,1877,22,10,47300000
70,3163626,14748,,1835,24,10,47300000
74,333945,1619,,1954,23,10,47300000
68,44731,166,,183,22,10,47300000
64,106285,469,,1896,22,10,47300000
78,3291226,16851,,1786,22,10,47300000
77,533091,981,,166,24,10,47300000
87,150027,638,,1783,24,10,47300000
70,43239,189,,1792,22,10,47300000
73,994276,4539,,1943,23,10,47300000
79,150595,590,,152,22,10,47300000
66,678090,3525,,1806,22,10,47300000
83,69805,327,,1813,22,10,47300000
75,57437,245,,1838,22,10,47300000
70,249247,1221,,520,22,10,47300000
63,52077,181,,1859,22,10,47300000
66,46082,183,,1900,22,10,47300000
71,141902,569,,213,22,10,47300000
63,51126,204,,1913,22,10,47300000
66,54956,232,,1925,23,10,47300000
71,535172,2696,,1852,22,10,47300000
61,933775,5030,,1829,25,10,47300000
68,44690,206,,1768,22,10,47300000
62,58198,208,,128,24,10,47300000
68,62709,212,,1836,22,10,47300000
59,758496,3679,,1876,22,10,47300000
64,477951,2670,,1849,23,10,47300000
66,43892,160,,1776,26,10,47300000
76,55098,248,,1837,26,10,47300000
72,69662,251,,211,22,10,47300000
77,590506,3254,,1869,22,10,47300000
65,97837,448,,1847,23,10,47300000
65,40139,149,,1749,22,10,47300000
87,33984,128,,1901,25,10,47300000
63,95332,338,,1833,23,10,47300000
77,49039,227,,179,22,10,47300000
67,56351,233,,1828,25,10,47300000
64,207626,884,,1911,22,10,47300000
73,346291,1643,,1835,25,10,47300000
87,172401,810,,1803,24,10,47300000
61,23208038,98835,,524,23,10,47300000
65,150325,561,,163,22,10,47300000
65,963511,5232,,1743,21,10,47300000
66,347766,1918,,1162,23,10,47300000
71,356015,1272,,159,21,10,47300000
68,149658,752,,1743,22,10,47300000
90,304335,162,,172,24,10,47300000
63,277468,1170,,1162,24,10,47300000
68,104506,702,,1476,25,10,47300000
58,2261068,1845,,222,22,10,47300000
81,112569,778,,1743,22,10,47300000
67,298960,2068,,1162,22,10,47300000
55,965122,1451,,228,18,10,47300000
75,1159678,4476,,191,20,10,47300000
81,182007,610,,3701,22,10,47300000
73,28133213,125078,,479,14,10,47300000
58,626084,2090,,223,24,10,47300000
60,2669203,3722,,149,21,10,47300000
85,3542177,1310,,146,27,10,47300000
52,264131,688,,41,22,10,47300000
73,1842964,10294,,127,25,10,47300000
73,879887,5007,,3616,22,10,47300000
66,153880,600,,43,22,10,47300000
81,1461256,7207,,173,22,10,47300000
71,272857,1425,,3601,25,10,47300000
71,686773,3183,,118,22,10,47300000
64,435084,2117,,3615,22,10,47300000
81,622302,2571,,159,24,10,47300000
74,404320,1792,,3603,22,10,47300000
76,1481308,7436,,145,24,10,47300000
76,273704,1238,,528,22,10,47300000
71,4952921,18134,,165,17,10,47300000
68,4367148,18409,,193,22,10,47300000
69,12070280,42910,,166,23,10,47300000
59,1865037,6614,,156,22,10,47300000
74,1549360,4806,,158,23,10,47300000
81,338466,1876,,3706,22,10,47300000
76,2854841,7176,,121,24,10,47300000
72,1463900,6395,,3663,22,10,47300000
64,1747890,5655,,190,22,10,47300000
69,14302330,10369,,719,22,10,47300000
65,511457,2136,,601,22,10,47300000
74,2898534,17898,,128,23,10,47300000
90,2950461,18627,,153,22,10,47300000
65,348684,1174,,601,22,10,47300000
67,487932,2630,,123,22,10,47300000
63,1572131,1849,,112,22,10,47300000
70,5815055,12415,,158,21,10,47300000
59,1770324,7709,,168,22,10,47300000
61,39544337,68572,,524,23,10,47300000
81,464890,1864,,181,22,10,47300000
67,1871944,5856,,132,21,10,47300000
61,479832,3323,,160,22,10,47300000
61,9395876,34214,,761,23,10,47300000
63,607926,3808,,140,25,10,47300000
65,1512025,8265,,133,22,10,47300000
76,819790,4004,,152,22,10,47300000
69,1712752,6042,,168,23,10,47300000
68,1166163,4220,,180,22,10,47300000
66,1550660,4586,,124,22,10,47300000
75,3678115,10048,,133,23,10,47300000
71,27558293,71385,,178,23,10,47300000
73,7081896,18096,,137,22,10,47300000
73,84822636,213134,,129,22,10,47300000
80,10140098,22822,,160,22,10,47300000
72,12646019,33139,,392,22,10,47300000
65,5356787,10109,,150,23,10,47300000
70,6617934,29184,,166,22,10,47300000
80,13239454,28071,,220,23,10,47300000
73,15533194,37230,,165,24,10,47300000
59,376194,1186,,149,24,10,47300000
62,3113824,7457,,150,21,10,47300000
75,2868002,6096,,134,23,10,47300000
85,10097272,38820,,233,25,10,47300000
69,31655015,69211,,181,20,10,47300000
66,20710899,41890,,138,23,10,47300000
72,2167215,16468,,132,22,10,47300000
66,6787347,18469,,201,24,10,47300000
59,73321867,174722,,130,22,10,47300000
76,4067274,13655,,482,24,10,47300000
61,56134864,176279,,439,27,10,47300000
68,27724630,80533,,481,22,10,47300000
72,1197232,3658,,187,22,10,47300000
67,68192997,121755,,482,23,10,47300000
74,12891844,31178,,145,24,10,47300000
67,2029092,7812,,461,25,10,47300000
64,1667444,7834,,488,22,10,47300000
83,83451226,220103,,481,22,10,47300000
65,5849553,40750,,202,24,10,47300000
76,45769491,123379,,483,23,10,47300000
86,17000160,51226,,482,22,10,47300000
69,13686775,43082,,513,22,10,47300000
75,24651526,79305,,274,30,10,47300000
73,37426827,99539,,609,22,10,47300000
68,136188648,404108,,502,28,10,47300000
59,35319005,109275,,434,23,10,47300000
82,45932008,97137,,191,25,10,47300000
61,21381485,59715,,489,24,10,47300000
77,144868837,391127,,482,15,10,47300000
63,7264153,18011,,142,22,10,47300000
57,185630403,511365,,483,24,27,47300000
45,206429554,589976,,329,14,27,47300000
68,34141337,83130,,191,22,10,47300000
87,237417,838,,151,25,10,47300000
75,22721904,58939,,483,22,10,47300000
64,11993743,35536,,513,22,10,47300000
77,19468369,67632,,128,23,10,47300000
70,5262611,45139,,133,22,10,47300000
66,95408768,277866,,525,24,10,47300000
79,10286532,40423,,483,25,10,47300000
64,8495861,24042,,134,22,10,47300000
48,406234867,948819,,201,30,27,47300000
76,36844244,119434,,534,24,10,47300000
69,60984325,188626,,208,23,10,47300000
70,149629073,351322,,151,27,24,47300000
77,222260161,838773,,517,25,27,47300000
59,78973107,208383,,142,23,10,47300000
84,3080272,17768,,176,22,10,47300000
66,38411342,112798,,215,25,10,47300000
62,33935999,102044,,503,22,10,47300000
62,463933010,1149446,,194,13,27,47300000
68,12962725,37977,,539,24,10,47300000
74,17687919,66916,,894,24,10,47300000
65,26016365,82548,,495,22,10,47300000
61,57272553,160154,,484,22,10,47300000
58,22711193,72299,,520,22,10,47300000
81,20017843,69844,,510,23,10,47300000
64,6979657,31263,,539,22,10,47300000
61,23833694,78893,,536,30,10,47300000
70,24897709,131609,,456,22,10,47300000
73,249577921,835056,,150,29,24,47300000
64,27725663,95752,,1775,22,10,47300000
69,616438184,1402299,,481,28,24,47300000
58,18825477,49800,,535,22,10,47300000
65,88574798,246472,,503,24,10,47300000
70,2844504,10665,,372,22,10,47300000
71,26394263,86084,,531,22,10,47300000
82,33060823,120628,,1712,23,10,47300000
71,3825423,11422,,648,21,10,47300000
69,32024149,70498,,539,26,10,47300000
66,30924781,82274,,425,23,10,47300000
64,27124890,72751,,184,21,10,47300000
73,94688212,267007,,605,27,10,47300000
68,18209761,49094,,401,24,10,47300000
85,14487098,72929,,614,25,10,47300000
67,6405562,21815,,184,22,10,47300000
70,9536408,28351,,193,22,10,47300000
66,18959730,60950,,604,23,10,47300000
78,10743805,42078,,499,30,10,47300000
76,21576130,64802,,155,27,10,47300000
78,33465620,101758,,189,30,10,47300000
66,40663423,155161,,582,23,10,47300000
64,28955642,76923,,148,22,10,47300000
74,27485309,114136,,1712,26,10,47300000
79,27039637,101048,,1887,20,10,47300000
68,26823934,106654,,457,22,10,47300000
66,32744056,89096,,158,23,10,47300000
66,14996218,46248,,499,22,10,47300000
68,24723974,115418,,1803,25,10,47300000
68,9748469,33779,,1721,22,10,47300000
74,24510939,78367,,126,26,10,47300000
62,10972036,32359,,131,30,10,47300000
69,199898668,587339,,1712,20,24,47300000
79,8331649,37999,,1803,25,10,47300000
66,41990979,109539,,563,22,10,47300000
80,111458557,307725,,153,23,10,47300000
76,39772828,220698,,444,20,10,47300000
67,6366356,21918,,150,23,10,47300000
80,130957067,412630,,443,21,10,47300000
71,99111057,261005,,139,14,10,47300000
81,175161719,,,143,26,27,47300000
69,24886234,60313,,152,20,10,47300000
62,64872813,155157,,172,22,10,47300000
78,134462028,372039,,146,24,27,47300000
73,123675463,364597,,204,26,10,47300000
76,66961301,155633,,246,23,10,47300000
76,6854468,21470,,129,26,10,47300000
84,42922989,112836,,207,23,10,47300000
70,38862774,92332,,127,22,10,47300000
68,60976488,179449,,169,20,10,47300000
75,107288563,243439,,528,22,10,47300000
72,103825669,303479,,208,25,10,47300000
65,38759423,91900,,137,23,10,47300000
68,48492439,109259,,134,24,10,47300000
64,136141088,352734,,467,28,24,47300000
77,2740359,9853,,118,24,10,47300000
72,75970948,222108,,98,23,10,47300000
71,38851627,82287,,120,22,10,47300000
71,24208768,54106,,151,26,10,47300000
84,133228298,375771,,204,38,1,47300000
81,113540275,278391,,281,22,10,47300000
73,120394888,235383,,228,23,10,47300000
76,33421081,47303,,97,24,10,47300000
76,73484691,233078,,506,28,10,47300000
78,84244892,180691,,538,22,10,47300000
64,29047824,54854,,185,24,10,47300000
35,406145,39549,1878,1263,37,17,58200000
28,7850925,204851,5873,743,48,17,58200000
34,5993860,219092,10414,622,35,17,58200000
24,21920343,1113905,10611,17,25,17,58200000
31,19031438,849701,2690,28,25,17,58200000
35,11875747,803818,2272,60,25,17,58200000
19,6707297,231310,17477,969,37,17,58200000
36,17521234,520407,16076,638,48,17,58200000
36,9512782,282712,11076,924,40,17,58200000
40,144433001,5496860,28102,42,25,17,58200000
27,9898063,415897,7501,507,45,17,58200000
22,17698224,391216,11110,649,45,17,58200000
33,12163044,330807,6900,654,25,17,58200000
26,7670706,356667,1207,55,25,17,58200000
26,24778411,370910,5329,574,43,17,58200000
37,11481580,358386,6916,678,42,17,58200000
27,17944473,470359,7428,507,40,17,58200000
20,25518566,560819,14597,584,44,17,58200000
30,9912377,461041,11939,291,42,17,58200000
41,13697567,573912,1545,23,25,17,58200000
38,11987399,300122,24839,1181,25,17,58200000
26,15940506,485264,8719,601,32,17,58200000
38,62409990,4316089,2968,51,,17,58200000
36,9694902,264041,9114,933,45,17,58200000
44,14729537,336596,27576,1199,42,17,58200000
18,19598540,497067,14969,1987,47,17,58200000
38,10237661,325230,5846,466,41,17,58200000
19,15553766,426454,26458,808,44,17,58200000
27,12695488,322839,9689,1182,41,17,58200000
42,21362534,641999,9433,483,40,17,58200000
26,15799958,462991,13936,1092,47,17,58200000
36,15492249,375952,82274,1331,48,17,58200000
26,11180004,304406,5599,764,48,17,58200000
42,20199733,492371,38836,1186,50,17,58200000
23,14950395,463893,11153,790,48,17,58200000
22,31988446,679611,25453,763,43,17,58200000
33,21894801,502306,22929,1472,47,17,58200000
24,23417039,607147,16838,717,48,17,58200000
24,29122635,785458,39227,1899,46,17,58200000
33,14432971,484600,32112,210,47,10,58200000
29,23474516,527822,24858,1578,49,17,58200000
35,14152162,410356,9179,611,40,17,58200000
31,18919751,441709,37543,1546,42,17,58200000
17,65412444,1051184,20897,619,46,17,58200000
17,27919234,544003,30357,1556,46,17,58200000
30,23206943,629149,19170,297,39,17,58200000
22,37878250,705010,27304,581,49,17,58200000
13,24231973,641519,14812,557,39,17,58200000
45,32001996,564947,43493,1823,45,17,58200000
33,25012489,469028,22523,1496,41,17,58200000
28,29607566,555699,24519,1555,41,17,58200000
27,23818130,558968,36150,1573,46,17,58200000
36,15361218,419350,12752,343,44,17,58200000
24,19261939,492035,16859,859,44,17,58200000
21,46799706,828845,39063,647,44,17,58200000
37,29789350,608670,22259,1549,46,17,58200000
28,19948277,496447,18462,647,38,17,58200000
28,40697569,944696,42385,1729,44,17,58200000
30,21138705,502612,14578,470,41,17,58200000
16,19764386,641864,26584,653,46,17,58200000
27,38412904,753843,28936,1681,25,17,58200000
25,64305125,1048665,35835,501,39,17,58200000
32,31578994,822683,21625,419,38,17,58200000
27,26553335,787078,26280,319,45,17,58200000
36,33759653,849468,21119,407,39,17,58200000
40,59271683,1234906,47612,291,44,17,58200000
24,38800971,773356,27133,827,45,17,58200000
26,35465241,609689,33728,1465,41,17,58200000
51,44737376,700945,43130,5071,36,24,58200000
22,63667566,1114812,59388,521,36,17,58200000
37,21596753,461037,39098,1277,46,17,58200000
26,20282755,408984,13056,438,38,17,58200000
29,27472159,540703,19507,478,25,17,58200000
30,42475780,579141,51972,1570,30,17,58200000
23,51432419,1052650,34794,814,45,17,58200000
34,47583457,996131,25202,312,33,17,58200000
27,44693231,741458,46998,1656,42,17,58200000
28,54084706,1165040,45836,1238,41,17,58200000
18,16743495,434953,17634,564,41,17,58200000
27,9072762,354602,8391,368,39,17,58200000
25,30905453,499390,14179,785,39,17,58200000
16,28386393,697781,14628,243,37,17,58200000
23,43589546,781243,15336,469,38,17,58200000
27,59253562,1712071,157651,1408,36,17,58200000
22,50379372,1018212,27609,292,39,17,58200000
